address,auditResult,confidence,documentCount,evidenceCount,id,lastEvidenceAt,latitude,legacyId,longitude,mapReady,precision,publishReady,publishedAt,reviewed,sceneReady,sourceFinalUrl,sourceHttpStatus,sourceKind,sourceProbeError,sourceReachable,sourceUrl,state,territoryId,title,usefulnessLevel,usefulnessScore,reasons,warnings
,needs_review,low,1,1,evt_c149001357061f5fc10786d0,2026-09-05T19:31:52Z,,,,False,territory,False,2026-09-01T11:39:05Z,False,False,https://t.me/n_chrmshn/18551,200,media,,True,https://t.me/n_chrmshn/18551,reported,mo-92658000,Капитальный ремонт пищеблока завершился этим летом.,context,36,not_editorially_useful,
,needs_review,medium,1,2,evt_f13c5b91e80ac04325317101,2026-09-05T20:39:02Z,,,,False,territory,False,2026-09-01T11:34:00Z,False,False,https://nurlat-tat.ru/news/pogoda/tuman-nakroet-tatarstan-nociu-i-utrom-2-sentiabria,200,media,,True,https://nurlat-tat.ru/news/pogoda/tuman-nakroet-tatarstan-nociu-i-utrom-2-sentiabria,reported,mo-92646000,Туман в Татарстане ночью и утром 2 сентября,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_8cd0131231de821546f77c08,2026-09-05T19:31:57Z,,,,False,territory,False,2026-09-01T11:32:00Z,False,False,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92618000,В школах и колледжах Татарстана открылись кружки по искусственному интеллекту,context,67,not_editorially_useful,
,ready,low,1,1,evt_08f1bccf97d1aaa4fbc1acaa,2026-09-05T19:31:57Z,,,,False,territory,True,2026-09-01T11:30:00Z,False,False,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,200,media,,True,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,reported,mo-92618000,Студотряд из Татарстана признали лучшим на строительстве ВСМ,useful,70,,
,needs_review,low,1,1,evt_6d1d00f312ddc2341ea4ae5d,2026-09-05T19:31:56Z,,,,False,territory,False,2026-09-01T11:30:00Z,False,False,https://almetievsk-ru.ru/news/gorod/avariinoe-derevo-gorelo-vozle-doma-neftianikov-39,200,media,,True,https://almetievsk-ru.ru/news/gorod/avariinoe-derevo-gorelo-vozle-doma-neftianikov-39,unknown,mo-92608000,"Аварийное дерево горело возле дома Нефтяников, 39",context,30,not_editorially_useful,
,needs_review,low,1,1,evt_fa8812c0ffee73e5a56a4447,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-01T11:22:00Z,False,False,https://nizhnekamsk-rt.ru/news/obschestvo/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://nizhnekamsk-rt.ru/news/obschestvo/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92644000,В школах и колледжах Татарстана открылись кружки по искусственному интеллекту,context,67,not_editorially_useful,
"ул. дружбы, 68",ready,medium,1,2,evt_004e5cfa04a234d73a9eea79,2026-09-05T20:41:33Z,54.434018949999995,,50.782846277744696,True,building,True,2026-09-01T11:21:00Z,False,False,https://nurlat-tat.ru/news/obrazovanie-1701153903/v-nurlate-otkryli-skolu-4-s-ucastiem-glavy-raiona-i-ministra,200,media,,True,https://nurlat-tat.ru/news/obrazovanie-1701153903/v-nurlate-otkryli-skolu-4-s-ucastiem-glavy-raiona-i-ministra,resolved,mo-92646101,Открытие школы № 4 после капремонта в Нурлате,useful,87,,
,needs_review,medium,1,2,evt_ef67fa04e3e5f2ece620a4c8,2026-09-05T20:39:39Z,,,,False,territory,False,2026-09-01T11:19:00Z,False,False,https://tulachi.ru/news/v-respublike/ike-kazanly-migrantlar-belan-ialgan-xezmat-kilesulare-tozegan,200,media,,True,https://tulachi.ru/news/v-respublike/ike-kazanly-migrantlar-belan-ialgan-xezmat-kilesulare-tozegan,unknown,mo-92656000,В Казани пресекли продажу фиктивных трудовых договоров мигрантам,context,0,not_editorially_useful,
,ready,low,1,1,evt_af500cdd0c9d4e1073f8cf18,2026-09-05T19:32:01Z,,,,False,territory,True,2026-09-01T11:17:00Z,False,False,https://mamadysh-rt.ru/news/obshchestvo/studenceskii-otriad-kgasu-pobedil-v-proekte-vsm,200,media,,True,https://mamadysh-rt.ru/news/obshchestvo/studenceskii-otriad-kgasu-pobedil-v-proekte-vsm,reported,mo-92701000,"Студенческий строительный отряд «Казань», представляющий КазГАСУ, одержал победу в номинации «Лучшая комиссарская деятельность» на объекте строительства высокос",useful,70,,
,ready,low,1,1,evt_8cdcb595a5971a6c50183882,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T11:16:00Z,False,False,https://nizhnekamsk-rt.ru/news/obschestvo/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,200,media,,True,https://nizhnekamsk-rt.ru/news/obschestvo/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,reported,mo-92701000,Студотряд из Татарстана признали лучшим на строительстве ВСМ,useful,70,,
,needs_review,low,1,1,evt_81468da957c0b30f18c464c4,2026-09-05T19:31:50Z,,,,False,territory,False,2026-09-01T11:12:01Z,False,False,https://t.me/pestresy/48317,200,media,,True,https://t.me/pestresy/48317,reported,mo-92648000,"Осенью дачникам важно не оставлять сад без ухода после завершения сбора урожая. Одной из главных задач в этот период является уборка гнилых и засохших плодов, а также борьба с сорняками, рассказал председатель Московского союза садоводов Андрей Туманов в беседе с «Радио 1",context,16,not_editorially_useful,
,needs_review,low,1,1,evt_dc2fb43011d21fa5edc9511e,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-01T11:09:52Z,False,False,https://t.me/yakti_ul/31242,200,media,,True,https://t.me/yakti_ul/31242,reported,mo-92657405,Праздничная линейка 1 сентября прошла в обновлённой школе посёлка Новый — после капитального ремонта.,context,36,not_editorially_useful,
,ready,low,2,2,evt_edccddadf78e4616965b6306,2026-09-05T19:32:07Z,,,,False,territory,True,2026-09-01T11:07:09Z,False,False,https://t.me/avianovsav/6303,200,official,,True,https://t.me/avianovsav/6303,resolved,mo-92701000,Сегодня на базе многопрофильного лицея №170 начал работу Центр кикбоксинга.,useful,79,,
,ready,low,1,1,evt_6cb87f21561b57075d559bf6,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T11:02:00Z,False,False,https://novoshishminsk.ru/news/v-respublike/v-135-ucrezdeniiax-obrazovaniia-respubliki-zarabotali-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://novoshishminsk.ru/news/v-respublike/v-135-ucrezdeniiax-obrazovaniia-respubliki-zarabotali-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92645000,Сегодня в России начался новый учебный год.,useful,87,,
,needs_review,low,1,1,evt_312aaf0d3e9d781a68d3b5bb,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-01T11:01:01Z,False,False,https://t.me/universityinnopolis/3556,200,media,,True,https://t.me/universityinnopolis/3556,unknown,RU-TA,"Наш ректор Александр Гасников рассказал о том, как фундаментальная математика совершает скрытые технологические революции в сфере ИИ",context,0,not_editorially_useful,
Никольское,ready,low,1,1,evt_7eb0410143b50004ae4cf7fa,2026-09-05T19:31:48Z,55.5363071,,49.1938036,False,settlement,True,2026-09-01T11:00:30Z,False,False,https://t.me/novayakama/54755,200,media,,True,https://t.me/novayakama/54755,reported,mo-92634448,В селе Никольское после капитального ремонта распахнула свои двери обновленная гимназия имени Льва Николаевича Толстого.,useful,70,,
,needs_review,low,1,1,evt_7b6209cf6e9ce34d639af779,2026-09-05T19:31:59Z,,,,False,territory,False,2026-09-01T11:00:00Z,False,False,https://zpravda.ru/news/novosti/pozis-vrucil-kliuci-ot-novoi-kvartiry-seme-roshhupkinyx,200,media,,True,https://zpravda.ru/news/novosti/pozis-vrucil-kliuci-ot-novoi-kvartiry-seme-roshhupkinyx,resolved,mo-92617420,ПОЗиС» вручил ключи от новой квартиры семье Рощупкиных,context,16,not_editorially_useful,
,ready,low,1,1,evt_e0307a2ce8dc8623893703c1,2026-09-05T19:31:58Z,,,,False,territory,True,2026-09-01T11:00:00Z,False,False,https://biektaw.ru/news/v-selskih-poseleniyah/skola-v-usadax-otkrylas-posle-kapremonta-v-den-znanii,200,media,,True,https://biektaw.ru/news/v-selskih-poseleniyah/skola-v-usadax-otkrylas-posle-kapremonta-v-den-znanii,resolved,mo-92622467,Школа в Усадах открылась после капремонта в День знаний,useful,87,,
,ready,medium,2,2,evt_d60ecefc365a2287484e948e,2026-09-05T20:40:50Z,,,,False,territory,True,2026-09-01T10:47:00Z,False,False,https://kamskoe-ustie.ru/news/obrazovanie/v-skolax-i-kolledzax-respubliki-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://kamskoe-ustie.ru/news/obrazovanie/v-skolax-i-kolledzax-respubliki-otkrylis-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92701000,В Татарстане открылись кружки по искусственному интеллекту в школах и колледжах,useful,87,,
,ready,low,1,1,evt_d473b060a5fc5564f2ca4961,2026-09-05T19:31:58Z,,,,False,territory,True,2026-09-01T10:46:00Z,False,False,https://chuprale-online.ru/news/obschestvo/pervye-agrotexnologiceskie-klassy-otkryli-v-drozzanovskom-raione,200,media,,True,https://chuprale-online.ru/news/obschestvo/pervye-agrotexnologiceskie-klassy-otkryli-v-drozzanovskom-raione,resolved,mo-92624000,Первые агротехнологические классы открыли в Дрожжановском районе,useful,79,,
,ready,low,1,1,evt_f7d1629d5050eecb5c1e4af9,2026-09-05T19:31:59Z,,,,False,territory,True,2026-09-01T10:39:00Z,False,False,https://zainsk-inform.ru/news/obschestvo/gitisfest-otkrylsia-v-saratove,200,media,,True,https://zainsk-inform.ru/news/obschestvo/gitisfest-otkrylsia-v-saratove,resolved,mo-92627000,ГИТИСФЕСТ» открылся в Саратове,useful,79,,
,needs_review,low,1,1,evt_d1a1e169b3242a9c9da6bd43,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-01T10:34:00Z,False,False,https://novoshishminsk.ru/news/novosti-rayona/novosesminskii-licei-otkryl-dveri-dlia-novyx-znanii-v-obnovlennom-zdanii-v-novom-statuse,200,media,,True,https://novoshishminsk.ru/news/novosti-rayona/novosesminskii-licei-otkryl-dveri-dlia-novyx-znanii-v-obnovlennom-zdanii-v-novom-statuse,unknown,mo-92645000,Новошешминский лицей открыл двери для новых знаний в обновленном здании в новом статусе,context,0,not_editorially_useful,
,ready,low,1,1,evt_12fda61854010ace0cfd0ddb,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T10:31:00Z,False,False,https://menzela.ru/news/zhizn-respubliki/v-tatarstane-v-100-skolax-i-35-kolledzax-otkrylis-kruzki-po-ii,200,media,,True,https://menzela.ru/news/zhizn-respubliki/v-tatarstane-v-100-skolax-i-35-kolledzax-otkrylis-kruzki-po-ii,resolved,mo-92640101,В Татарстане в 100 школах и 35 колледжах открылись кружки по ИИ,useful,87,,
,needs_review,low,1,1,evt_2275f4c581ce360e87e256bf,2026-09-05T19:31:50Z,,,,False,territory,False,2026-09-01T10:29:01Z,False,False,https://t.me/pestresy/48314,200,media,,True,https://t.me/pestresy/48314,unknown,mo-92648000,"В Пестречинском районном суде рассмотрено административное дело в отношении гражданина, который попытался скрыться от сотрудников правоохранительных органов во время оформления протокола.",context,36,not_editorially_useful,
,ready,low,1,1,evt_f6934e3dc78435b48d1a77bd,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T10:26:00Z,False,False,https://menzela.ru/news/zhizn-respubliki/studotriad-kgasu-kazan-priznali-lucsim-na-stroitelstve-vsm,200,media,,True,https://menzela.ru/news/zhizn-respubliki/studotriad-kgasu-kazan-priznali-lucsim-na-stroitelstve-vsm,reported,mo-92640101,Студотряд КГАСУ «Казань» признали лучшим на строительстве ВСМ,useful,70,,
,needs_review,low,1,1,evt_7de922edd8f6a1c9a73da75e,2026-09-05T19:31:59Z,,,,False,territory,False,2026-09-01T10:20:00Z,False,False,https://zpravda.ru/news/novosti/s-1-sentiabria-2026-goda-vvoditsia-mexanizm-avtostrafov-v-otnosenii-markirovannoi-produkcii,200,media,,True,https://zpravda.ru/news/novosti/s-1-sentiabria-2026-goda-vvoditsia-mexanizm-avtostrafov-v-otnosenii-markirovannoi-produkcii,unknown,mo-92628000,С 1 сентября 2026 года вводится механизм «автоштрафов» в отношении маркированной продукции,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_0faa1e69dab7a0a238038e45,2026-09-05T20:39:39Z,,,,False,territory,False,2026-09-01T10:18:00Z,False,False,https://laishevskyi.ru/news/kriminal/studenceskii-otriad-kazan-priznan-lucsim-na-stroike-vsm-moskva-sankt-peterburg,200,media,,True,https://laishevskyi.ru/news/kriminal/studenceskii-otriad-kazan-priznan-lucsim-na-stroike-vsm-moskva-sankt-peterburg,reported,mo-92634000,Студотряд «Казань» признан лучшим на стройке ВСМ Москва — Санкт-Петербург,context,50,not_editorially_useful,
,needs_review,low,1,1,evt_3f2280f883269c7302dfdb9e,2026-09-05T19:31:50Z,,,,False,territory,False,2026-09-01T10:13:48Z,False,False,https://t.me/shesmauk/35736,200,media,,True,https://t.me/shesmauk/35736,unknown,mo-92645000,Новошешминский лицей открыл свои двери для новых знаний и открытий в обновленном здании и новом статусе.,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_056d318ad676f283742f8985,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-01T10:13:14Z,False,False,https://t.me/shahrichally/31348,200,media,,True,https://t.me/shahrichally/31348,reported,mo-92730000,Беренче автомобиль юлында мотоциклчы катнашында авария 🏍️,context,0,summary_too_short|not_editorially_useful,
,needs_review,low,1,1,evt_a3e16cb8e7707b74ece44996,2026-09-05T19:31:58Z,,,,False,territory,False,2026-09-01T10:12:00Z,False,False,https://chuprale-online.ru/news/obschestvo/den-znanii-v-drozzanovskom-texnikume-texnikume-otraslevyx-texnologii-start-dan,200,media,,True,https://chuprale-online.ru/news/obschestvo/den-znanii-v-drozzanovskom-texnikume-texnikume-otraslevyx-texnologii-start-dan,unknown,mo-92624000,Праздничная линейка началась с поднятия государственных флагов под гимны России и Татарстана.,context,0,not_editorially_useful,
,ready,medium,1,1,evt_504ce074b262c73339eece31,2026-09-05T20:40:50Z,,,,False,territory,True,2026-09-01T10:10:00Z,False,False,https://kaibicy.ru/news/novosti/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://kaibicy.ru/news/novosti/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,reported,mo-92629000,В Татарстане открылись кружки по искусственному интеллекту в школах и колледжах,useful,87,,
,ready,medium,1,1,evt_91e7dc36874747794f692720,2026-09-05T20:40:50Z,,,,False,territory,True,2026-09-01T10:10:00Z,False,False,https://kaibicy.ru/news/novosti/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://kaibicy.ru/news/novosti/v-skolax-i-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,reported,mo-92629000,В Казанском техникуме информационных технологий и связи началось обучение новой специальности по ИИ,useful,87,,
,ready,low,1,1,evt_9f24a2d92aac059b9d9cc121,2026-09-05T19:32:04Z,,,,False,territory,True,2026-09-01T10:10:00Z,False,False,https://tetyushy.ru/news/obshchestvo/v-skolax-i-kolledzax-tatarstana-startovali-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://tetyushy.ru/news/obshchestvo/v-skolax-i-kolledzax-tatarstana-startovali-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92655000,В День знаний в Татарстане открылись кружки по работе с ИИ — они заработали в 100 школах и 35 колледжах республики в рамках региональной программы развития техн,useful,87,,
,ready,low,1,1,evt_8fa267ee42a9ecfe39fad0a0,2026-09-05T19:32:00Z,,,,False,territory,True,2026-09-01T10:08:00Z,False,False,https://kaibicy.ru/news/novosti/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,200,media,,True,https://kaibicy.ru/news/novosti/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vsm,reported,mo-92629000,Студотряд из Татарстана признали лучшим на строительстве ВСМ,useful,70,,
,needs_review,low,1,1,evt_c5a197a53f3faa7d485fa5a2,2026-09-05T19:32:03Z,,,,False,territory,False,2026-09-01T10:06:00Z,False,False,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-skolax-i-kolledzax-tatarstana-zapustili-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://rsloboda-rt.ru/news/obschestvo-i-myi/v-skolax-i-kolledzax-tatarstana-zapustili-kruzki-po-iskusstvennomu-intellektu,reported,mo-92650000,В школах и колледжах Татарстана запустили кружки по искусственному интеллекту,context,67,not_editorially_useful,
Челны,needs_review,low,1,1,evt_a2358fe05a45f081d5bb5191,2026-09-05T19:31:48Z,55.2280046,,48.9034293,False,settlement,False,2026-09-01T10:04:01Z,False,False,https://t.me/volzhskie/36023,200,media,,True,https://t.me/volzhskie/36023,reported,mo-92630415,"Жаль, что сейчас в хозяйстве практически нет скотины.",context,36,not_editorially_useful,
,ready,low,1,1,evt_98286dd9bc4e17fe4f381f93,2026-09-05T19:32:04Z,,,,False,territory,True,2026-09-01T10:03:00Z,False,False,https://tetyushy.ru/news/natsproekty/studotriad-iz-tatarstana-stal-lucsim-na-stroitelstve-vsm,200,media,,True,https://tetyushy.ru/news/natsproekty/studotriad-iz-tatarstana-stal-lucsim-na-stroitelstve-vsm,reported,mo-92701000,Студотряд из Татарстана стал лучшим на строительстве ВСМ,useful,62,,
,needs_review,low,1,1,evt_5aa4b298f6c0f774873e91ec,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-01T10:00:00Z,False,False,https://pestrecy-rt.ru/news/v-respublike/v-100-skolax-i-35-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,200,media,,True,https://pestrecy-rt.ru/news/v-respublike/v-100-skolax-i-35-kolledzax-tatarstana-otkrylis-kruzki-po-iskusstvennomu-intellektu,resolved,mo-92648000,В 100 школах и 35 колледжах Татарстана открылись кружки по искусственному интеллекту,context,67,not_editorially_useful,
,needs_review,low,1,1,evt_ce111efa05a64184e091ae7b,2026-09-05T19:31:55Z,,,,False,territory,False,2026-09-01T09:35:00Z,False,False,https://alekseyevsk.ru/news/selskoe-hozyaystvo/s-2027-goda-izmeniatsia-usloviia-subsidii-dlia-vladelcev-lpx-v-tatarstane,200,media,,True,https://alekseyevsk.ru/news/selskoe-hozyaystvo/s-2027-goda-izmeniatsia-usloviia-subsidii-dlia-vladelcev-lpx-v-tatarstane,unknown,mo-92606000,С 2027 года изменятся условия субсидий для владельцев ЛПХ в Татарстане,context,0,not_editorially_useful,
"улица крупской, 2а",ready,low,2,2,evt_bc4470f69205c296079426fb,2026-09-05T19:32:01Z,54.5937507,,52.4444668376527,True,building,True,2026-09-01T09:31:00Z,False,False,https://leninogorsk-rt.ru/news/sobytie-nedeli/v-skole-10-leninogorska-otkrylas-aerokosmiceskaia-laboratoriia,200,media,,True,https://leninogorsk-rt.ru/news/sobytie-nedeli/v-skole-10-leninogorska-otkrylas-aerokosmiceskaia-laboratoriia,resolved,mo-92636101,В школе № 10 Лениногорска открылась аэрокосмическая лаборатория,useful,87,,
,needs_review,low,1,1,evt_b27e4c3be3aa8f346ad4c237,2026-09-05T19:31:58Z,,,,False,territory,False,2026-09-01T09:30:00Z,False,False,https://biektaw.ru/news/v-respublike/startoval-priem-zaiavok-na-konkurs-ekolider-v-tatarstane,200,media,,True,https://biektaw.ru/news/v-respublike/startoval-priem-zaiavok-na-konkurs-ekolider-v-tatarstane,reported,mo-92622000,Стартовал прием заявок на конкурс «ЭКОлидер» в Татарстане,context,42,not_editorially_useful,
,ready,low,1,1,evt_a1077986ed0052028dcdd8f2,2026-09-05T19:31:59Z,,,,False,territory,True,2026-09-01T09:28:00Z,False,False,https://zainsk-inform.ru/news/obschestvo/studenty-iz-tatarstana-otlicilis-na-stroitelstve-pervoi-vsm-v-rossii,200,media,,True,https://zainsk-inform.ru/news/obschestvo/studenty-iz-tatarstana-otlicilis-na-stroitelstve-pervoi-vsm-v-rossii,reported,mo-92627101,Студенты из Татарстана отличились на строительстве первой ВСМ в России,useful,70,,
,needs_review,low,1,1,evt_ebc03187cede3c36ae9c0882,2026-09-05T19:32:05Z,,,,False,territory,False,2026-09-01T09:13:00Z,False,False,https://tvchelny.ru/news/tsentralnye-temy/ncts-v-celnax-so-2-sentiabria-startuet-itogovaia-opressovka-teplovyx-setei,200,media,,True,https://tvchelny.ru/news/tsentralnye-temy/ncts-v-celnax-so-2-sentiabria-startuet-itogovaia-opressovka-teplovyx-setei,unknown,mo-92730000,Эти испытания проводятся ежегодно после завершения летней ремонтной кампании.,context,20,not_editorially_useful,
,ready,low,1,1,evt_ac2f629e1df750c745ae1e78,2026-09-05T19:31:53Z,,,,False,territory,True,2026-09-01T09:09:00Z,False,False,https://agryz-rt.ru/news/po-materialam-tatar-inform/studenceskii-otriad-iz-tatarstana-stal-lucsim-na-stroitelstve-vysokoskorostnoi-magistrali,200,media,,True,https://agryz-rt.ru/news/po-materialam-tatar-inform/studenceskii-otriad-iz-tatarstana-stal-lucsim-na-stroitelstve-vysokoskorostnoi-magistrali,reported,mo-92601000,Студенческий отряд из Татарстана стал лучшим на строительстве высокоскоростной магистрали,useful,70,,
,needs_review,low,1,1,evt_8d84a6b4a7ee0503d9b72cc5,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-01T09:04:00Z,False,False,https://nizhnekamsk-rt.ru/news/obschestvo/v-kamskix-polianax-prozvenel-pervyi-zvonok,200,media,,True,https://nizhnekamsk-rt.ru/news/obschestvo/v-kamskix-polianax-prozvenel-pervyi-zvonok,reported,mo-92644156,школа № 2 открыла новый учебный год.,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_0e621c21561591ffabcbf756,2026-09-05T19:31:58Z,,,,False,territory,False,2026-09-01T09:00:00Z,False,False,https://biektaw.ru/news/v-rossii/cifrovoi-rubl-i-ipotecnye-kanikuly-cto-meniaetsia-s-1-sentiabria,200,media,,True,https://biektaw.ru/news/v-rossii/cifrovoi-rubl-i-ipotecnye-kanikuly-cto-meniaetsia-s-1-sentiabria,reported,mo-92622000,Финансовая сфера: цифровой рубль и поддержка семей Одним из главных новшеств станет начало массового внедрения цифрового рубля — третьей формы национальной валю,context,16,not_editorially_useful,
Альметьевск,needs_review,low,1,1,evt_e9d6861fb89795ccefddf6c3,2026-09-05T19:31:56Z,54.9005008,,52.2963777,False,settlement,False,2026-09-01T08:56:00Z,False,False,https://almetievsk-ru.ru/news/novosti-zkx/direktor-zeu-7-v-almetevske-polucila-straf-50-tys-rublei-za-griaz-i-mokric-v-podieezdax,200,media,,True,https://almetievsk-ru.ru/news/novosti-zkx/direktor-zeu-7-v-almetevske-polucila-straf-50-tys-rublei-za-griaz-i-mokric-v-podieezdax,unknown,mo-92608101,Директор «ЖЭУ-7» в Альметьевске получила штраф 50 тыс. рублей за грязь и мокриц в подъездах,context,36,not_editorially_useful,
,ready,low,1,1,evt_f421f22ea54c91cdb2252384,2026-09-05T19:32:01Z,,,,False,territory,True,2026-09-01T08:48:00Z,False,False,https://leninogorsk-rt.ru/news/novostnaya-lenta/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vysokoskorostnoi-magistrali,200,media,,True,https://leninogorsk-rt.ru/news/novostnaya-lenta/studotriad-iz-tatarstana-priznali-lucsim-na-stroitelstve-vysokoskorostnoi-magistrali,reported,mo-92636000,Студотряд из Татарстана признали лучшим на строительстве высокоскоростной магистрали,useful,70,,
,needs_review,low,1,1,evt_e5d0a535dbbb98d0185b6049,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-01T08:38:46Z,False,False,https://t.me/drozzanoe90/20713,200,media,,True,https://t.me/drozzanoe90/20713,unknown,mo-92624000,В Стародрожжановском многопрофильном лицее сегодня также проходит открытие агротехклассов👍,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_8a1d8a362f71c2b53d88100a,2026-09-05T19:32:04Z,,,,False,territory,False,2026-09-01T08:36:00Z,False,False,https://spas-rt.ru/news/obschestvo/v-tatarstane-otkrylsia-priem-zaiavok-na-soiskanie-premii-ekolider,200,media,,True,https://spas-rt.ru/news/obschestvo/v-tatarstane-otkrylsia-priem-zaiavok-na-soiskanie-premii-ekolider,resolved,mo-92632000,В Татарстане открылся приём заявок на соискание премии «ЭКОлидер»,context,67,not_editorially_useful,
Казань,needs_review,low,1,1,evt_8460c99ed58c61d62eee1802,2026-09-05T19:31:53Z,55.7946485,,49.1115022,False,settlement,False,2026-09-01T08:34:00Z,False,False,https://agryz-rt.ru/news/po-materialam-tatar-inform/vladimir-putin-soobshhil-o-vozmoznosti-provedenii-igr-kocevnikov-v-kazani-v-2028-godu,200,media,,True,https://agryz-rt.ru/news/po-materialam-tatar-inform/vladimir-putin-soobshhil-o-vozmoznosti-provedenii-igr-kocevnikov-v-kazani-v-2028-godu,resolved,mo-92701000,Россия открыта для участия всех заинтересованных стран в будущих соревнованиях,context,20,not_editorially_useful,
,ready,low,1,1,evt_0380041a8be55870b78ff50c,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T08:25:00Z,False,False,https://pestrecy-rt.ru/news/v-respublike/studotriad-iz-tatarstana-priznan-lucsim-na-stroitelstve-vsm-moskva-sankt-peterburg,200,media,,True,https://pestrecy-rt.ru/news/v-respublike/studotriad-iz-tatarstana-priznan-lucsim-na-stroitelstve-vsm-moskva-sankt-peterburg,reported,mo-92701000,Студотряд из Татарстана признан лучшим на строительстве ВСМ Москва – Санкт-Петербург,useful,70,,
,ready,low,1,1,evt_c431d99d7039f9f21a17ca2d,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-01T08:25:00Z,False,False,https://novoshishminsk.ru/news/v-respublike/studenty-iz-tatarstana-zavoevali-pobedu-na-stroitelstve-vsm,200,media,,True,https://novoshishminsk.ru/news/v-respublike/studenty-iz-tatarstana-zavoevali-pobedu-na-stroitelstve-vsm,reported,mo-92701000,Студенты из Татарстана завоевали победу на строительстве ВСМ,useful,70,,
Менделеевск,needs_review,low,1,1,evt_cbe29ebd0feaa06622a862c2,2026-09-05T19:32:01Z,55.894251,,52.312064,False,settlement,False,2026-09-01T08:17:00Z,False,False,https://mendeleevskyi.ru/news/afisha/ledovyi-dvorec-aisberg-v-mendeleevske-otkryvaet-novyi-sezon-posle-remonta,200,media,,True,https://mendeleevskyi.ru/news/afisha/ledovyi-dvorec-aisberg-v-mendeleevske-otkryvaet-novyi-sezon-posle-remonta,reported,mo-92639101,Ледовый дворец «Айсберг» в Менделеевске открывает новый сезон после ремонта,context,20,not_editorially_useful,
,ready,low,1,1,evt_89b2ecf28685bf09aec89e50,2026-09-05T19:32:01Z,,,,False,territory,True,2026-09-01T08:16:00Z,False,False,https://mamadysh-rt.ru/news/obshchestvo/v-mamadysskom-raione-otkryta-zapis-na-registraciiu-braka-na-2027-god,200,media,,True,https://mamadysh-rt.ru/news/obshchestvo/v-mamadysskom-raione-otkryta-zapis-na-registraciiu-braka-na-2027-god,resolved,mo-92638000,В Мамадышском районе открыта запись на регистрацию брака на 2027 год,useful,79,,
